,claim_id,claim_status,claim_open_date,claim_close_date,claim_reason,claim_amount,policy_number,beneficiary_id,date_of_loss,amount_claimed,amount_paid
813,C50c2e82ddd50813,1.0,2019-06-16,2019-09-22,5.0,306.0,Paf775569813,813.0,2022-12-01,13013.0,12618.0
814,C50c2e82ddd50814,1.0,2020-12-23,2020-12-26,1.0,1981.0,Paf77556b814,814.0,2021-09-15,42474.0,35504.0
815,C50c2e82ddd50815,0.0,2023-06-26,2023-08-17,3.0,4517.0,Paf77556d815,815.0,2022-02-19,33880.0,3801.0
816,C50c2e82ddd50816,1.0,2006-08-25,2006-09-23,2.0,4788.0,Paf77556f816,816.0,2021-07-04,11110.0,3987.0
817,C50c2e82ddd50817,1.0,2020-02-02,2020-03-10,0.0,2921.0,Paf777c8f817,817.0,2021-10-02,21670.0,9884.0
819,C50c2e82ddd50819,1.0,2021-05-18,2021-05-20,2.0,4227.0,Paf777c92819,819.0,2022-04-06,31614.0,10355.0
820,C50c2e82ddd50820,0.0,2001-04-04,2001-04-12,0.0,3240.0,Paf777c94820,820.0,2009-05-01,15497.0,6085.0
821,C50c2e82ddd50821,0.0,2020-06-25,2020-09-09,1.0,1658.0,Paf777c96821,821.0,2021-01-10,41633.0,27837.0
822,C50c2e82ddd50822,0.0,2021-08-10,2021-08-10,0.0,1211.0,Paf77a388822,822.0,2022-04-04,37801.0,20942.0
823,C50c2e82ddd50823,1.0,2021-05-02,2021-06-09,4.0,1493.0,Paf77a38a823,823.0,2022-07-08,44701.0,1286.0
825,C50c2e82ddd50825,1.0,2014-05-17,2014-05-27,5.0,3776.0,Paf77a38d825,825.0,2016-04-22,22214.0,21605.0
827,C50c2e82ddd50827,1.0,2022-07-13,2022-08-24,1.0,502.0,Paf77a390827,827.0,2022-10-26,8955.0,952.0
829,C50c2e82ddd50829,0.0,2020-10-05,2020-10-16,5.0,3986.0,Paf77ca9b829,829.0,2021-09-04,29962.0,9629.0
830,C50c2e82ddd50830,1.0,2022-10-02,2022-12-08,1.0,2820.0,Paf77ca9d830,830.0,2022-04-26,45765.0,24308.0
832,C50c2e82ddd50832,1.0,2020-11-21,2020-11-23,1.0,3848.0,Paf77caa0832,832.0,2020-11-20,23591.0,18098.0
833,C50c2e82ddd50833,0.0,2017-07-30,2017-08-31,3.0,2359.0,Paf77caa2833,833.0,2017-10-13,8383.0,7847.0
834,C50c2e82ddd50834,0.0,2022-06-28,2022-07-24,3.0,169.0,Paf77f1ac834,834.0,2022-10-16,8561.0,1716.0
838,C50c2e82ddd50838,0.0,2023-03-15,2023-05-08,5.0,524.0,Paf77f1b1838,838.0,2022-05-27,18312.0,2633.0
839,C50c2e82ddd50839,0.0,2022-02-04,2022-03-04,3.0,401.0,Paf77f1b3839,839.0,2022-08-03,9388.0,6108.0
843,C50c2e82ddd50843,1.0,2022-06-04,2022-07-09,0.0,2018.0,Paf7818c1843,843.0,2022-09-03,34973.0,18006.0
844,C50c2e82ddd50844,0.0,2023-05-10,2023-05-10,2.0,824.0,Paf7818c3844,844.0,2022-04-12,43817.0,14930.0
845,C50c2e82ddd50845,0.0,2014-03-15,2014-03-19,3.0,3808.0,Paf7818c5845,845.0,2016-02-20,24103.0,6421.0
847,C50c2e82ddd50847,0.0,2014-06-26,2014-06-26,1.0,2539.0,Paf7818c8847,847.0,2016-09-12,24722.0,19599.0
848,C50c2e82ddd50848,0.0,2022-11-21,2022-12-14,3.0,2123.0,Paf783fd1848,848.0,2022-04-24,31726.0,29107.0
850,C50c2e82ddd50850,0.0,2022-12-07,2023-03-30,5.0,3607.0,Paf783fd4850,850.0,2022-08-26,9221.0,3710.0
852,C50c2e82ddd50852,0.0,2022-02-20,2022-06-14,3.0,3482.0,Paf783fd7852,852.0,2021-12-25,42503.0,2586.0
854,C50c2e82ddd50854,1.0,2018-06-20,2018-06-30,3.0,4733.0,Paf783fda854,854.0,2019-03-22,28022.0,16891.0
857,C50c2e82ddd50857,1.0,2023-01-21,2023-02-13,2.0,2463.0,Paf7866e6857,857.0,2022-03-04,40306.0,16425.0
858,C50c2e82ddd50858,0.0,2020-12-12,2020-12-27,3.0,4981.0,Paf7866e8858,858.0,2021-11-28,22101.0,8307.0
859,C50c2e82ddd50859,1.0,2016-06-24,2016-07-12,0.0,147.0,Paf7866ea859,859.0,2017-07-17,19092.0,4762.0
860,C50c2e82ddd50860,0.0,2023-01-13,2023-02-20,2.0,3244.0,Paf7866ec860,860.0,2022-02-06,6639.0,2555.0
864,C50c2e82ddd50864,0.0,2014-06-03,2014-09-14,5.0,4525.0,Paf788dfb864,864.0,2015-06-10,48516.0,26335.0
865,C50c2e82ddd50865,1.0,2013-05-01,2013-05-11,4.0,3473.0,Paf788dfd865,865.0,2016-12-04,38964.0,16646.0
867,C50c2e82ddd50867,0.0,2021-06-30,2022-01-07,4.0,2911.0,Paf788e00867,867.0,2022-12-19,47850.0,15628.0
868,C50c2e82ddd50868,1.0,2017-01-18,2017-05-24,5.0,931.0,Paf78b508868,868.0,2021-08-24,44607.0,10142.0
871,C50c2e82ddd50871,1.0,2021-09-17,2021-10-02,5.0,4864.0,Paf78b50c871,871.0,2021-08-16,31692.0,8738.0
872,C50c2e82ddd50872,1.0,2022-05-20,2022-06-12,5.0,353.0,Paf78b50e872,872.0,2022-11-13,20262.0,6563.0
873,C50c2e82ddd50873,1.0,2020-11-28,2020-12-15,0.0,2959.0,Paf78b510873,873.0,2022-12-28,3347.0,2979.0
874,C50c2e82ddd50874,1.0,2017-05-23,2017-06-25,4.0,4511.0,Paf78dc1b874,874.0,2018-10-25,29541.0,12631.0
876,C50c2e82ddd50876,0.0,2022-12-31,2023-05-01,3.0,2633.0,Paf78dc1e876,876.0,2022-11-13,46949.0,14064.0
881,C50c2e82ddd50881,0.0,2006-09-18,2006-09-25,5.0,2132.0,Paf78dc24881,881.0,2017-12-18,39862.0,32530.0
884,C50c2e82ddd50884,0.0,2022-03-06,2022-03-07,2.0,485.0,Paf79032f884,884.0,2021-04-09,6919.0,2648.0
887,C50c2e82ddd50887,0.0,2021-05-06,2021-05-13,0.0,4299.0,Paf790333887,887.0,2022-08-20,12616.0,6507.0
888,C50c2e82ddd50888,1.0,2014-05-18,2014-07-24,2.0,3213.0,Paf790335888,888.0,2021-02-23,18291.0,1783.0
892,C50c2e82ddd50892,1.0,2009-09-18,2009-09-24,3.0,3988.0,Paf792a41892,892.0,2010-08-23,43600.0,18322.0
894,C50c2e82ddd50894,1.0,2003-08-16,2003-11-17,2.0,4942.0,Paf792a44894,894.0,2005-01-10,24309.0,22216.0
896,C50c2e82ddd50896,1.0,2022-12-11,2023-04-04,4.0,1203.0,Paf792a47896,896.0,2022-02-14,46349.0,42110.0
897,C50c2e82ddd50897,1.0,2023-01-23,2023-02-01,1.0,3314.0,Paf795152897,897.0,2022-01-27,17800.0,9348.0
902,C50c2e82ddd50902,1.0,2022-07-20,2022-10-19,2.0,3079.0,Paf795158902,902.0,2022-01-01,30310.0,17172.0
903,C50c2e82ddd50903,1.0,2009-03-27,2009-08-20,5.0,793.0,Paf79515a903,903.0,2009-04-12,42561.0,27792.0
904,C50c2e82ddd50904,0.0,2020-11-28,2020-12-21,3.0,4393.0,Paf797863904,904.0,2022-04-02,1870.0,1435.0
905,C50c2e82ddd50905,0.0,2016-01-30,2016-06-16,1.0,4660.0,Paf797865905,905.0,2019-04-08,34937.0,4605.0
910,C50c2e82ddd50910,1.0,2018-09-17,2018-11-18,1.0,3211.0,Paf79786b910,910.0,2019-05-02,28722.0,2409.0
911,C50c2e82ddd50911,0.0,2020-09-30,2020-12-01,3.0,4493.0,Paf799f76911,911.0,2022-01-02,4569.0,4088.0
915,C50c2e82ddd50915,0.0,2014-04-14,2014-08-03,3.0,2044.0,Paf799f7b915,915.0,2018-02-16,5603.0,4406.0
916,C50c2e82ddd50916,1.0,2006-08-14,2006-09-23,2.0,4189.0,Paf799f7d916,916.0,2008-12-24,29356.0,7812.0
917,C50c2e82ddd50917,0.0,2004-04-23,2004-06-15,1.0,3235.0,Paf79c68e917,917.0,2005-09-07,30796.0,9931.0
919,C50c2e82ddd50919,0.0,2021-09-10,2021-09-25,0.0,2644.0,Paf79c691919,919.0,2021-01-02,19017.0,14457.0
922,C50c2e82ddd50922,0.0,2016-08-23,2017-01-06,1.0,4997.0,Paf79c695922,922.0,2018-01-12,10107.0,6239.0
923,C50c2e82ddd50923,0.0,2021-07-05,2021-08-12,3.0,303.0,Paf79ed9b923,923.0,2021-01-15,1130.0,739.0
924,C50c2e82ddd50924,1.0,2014-07-14,2014-11-05,2.0,1158.0,Paf79ed9d924,924.0,2018-07-07,23927.0,2428.0
926,C50c2e82ddd50926,1.0,2014-09-20,2014-10-09,0.0,1823.0,Paf79eda0926,926.0,2019-08-02,32126.0,17254.0
927,C50c2e82ddd50927,1.0,2018-01-06,2018-02-25,5.0,2005.0,Paf79eda2927,927.0,2018-01-07,44325.0,12838.0
928,C50c2e82ddd50928,0.0,2020-05-30,2020-06-03,4.0,2534.0,Paf7a14ae928,928.0,2020-05-20,17033.0,1093.0
931,C50c2e82ddd50931,1.0,2017-02-16,2017-03-30,1.0,1369.0,Paf7a14b2931,931.0,2020-05-23,21227.0,19384.0
932,C50c2e82ddd50932,0.0,2019-06-29,2019-09-23,5.0,4425.0,Paf7a14b4932,932.0,2019-07-14,31898.0,1289.0
935,C50c2e82ddd50935,0.0,2023-01-12,2023-04-29,5.0,2851.0,Paf7a3bbf935,935.0,2022-09-04,33723.0,14657.0
936,C50c2e82ddd50936,1.0,2020-09-21,2020-10-05,1.0,2540.0,Paf7a3bc1936,936.0,2020-01-25,45992.0,7996.0
937,C50c2e82ddd50937,1.0,2020-06-22,2020-12-25,0.0,1901.0,Paf7a3bc3937,937.0,2020-01-01,4494.0,2682.0
941,C50c2e82ddd50941,0.0,2022-03-24,2022-05-21,1.0,1453.0,Paf7a3bc8941,941.0,2022-04-06,36859.0,26338.0
944,C50c2e82ddd50944,1.0,2022-03-02,2022-04-22,4.0,1065.0,Paf7a62d4944,944.0,2022-12-08,20120.0,19334.0
945,C50c2e82ddd50945,0.0,2023-05-04,2023-05-12,5.0,2791.0,Paf7a62d6945,945.0,2022-02-15,27906.0,4411.0
946,C50c2e82ddd50946,0.0,2004-03-13,2004-05-12,2.0,1748.0,Paf7a62d8946,946.0,2014-11-07,38067.0,23821.0
949,C50c2e82ddd50949,0.0,2015-09-07,2016-02-23,5.0,1273.0,Paf7a89e3949,949.0,2020-04-19,19622.0,4965.0
950,C50c2e82ddd50950,0.0,2020-11-26,2021-01-07,5.0,335.0,Paf7a89e5950,950.0,2021-01-28,11996.0,1737.0
953,C50c2e82ddd50953,1.0,2023-04-01,2023-04-05,4.0,1628.0,Paf7a89e9953,953.0,2022-11-20,23378.0,11792.0
955,C50c2e82ddd50955,0.0,2022-05-09,2022-05-13,4.0,1359.0,Paf7a89ec955,955.0,2022-09-20,48826.0,31950.0
956,C50c2e82ddd50956,1.0,2019-05-26,2019-07-15,2.0,4865.0,Paf7ab0f5956,956.0,2019-08-03,2731.0,2633.0
958,C50c2e82ddd50958,0.0,2019-04-01,2020-01-23,3.0,727.0,Paf7ab0f8958,958.0,2022-11-23,45026.0,11833.0
959,C50c2e82ddd50959,1.0,2017-05-20,2017-06-04,2.0,1223.0,Paf7ab0fa959,959.0,2022-03-19,5271.0,4195.0
961,C50c2e82ddd50961,0.0,2010-05-13,2010-07-07,0.0,4049.0,Paf7ab0fd961,961.0,2013-09-18,25445.0,16144.0
964,C50c2e82ddd50964,1.0,2016-08-28,2016-11-24,2.0,3974.0,Paf7ad809964,964.0,2016-07-02,27599.0,24948.0
965,C50c2e82ddd50965,0.0,2023-01-05,2023-02-08,1.0,4894.0,Paf7ad80b965,965.0,2022-12-03,22308.0,5025.0
967,C50c2e82ddd50967,0.0,2016-09-02,2016-09-27,3.0,1721.0,Paf7ad80e967,967.0,2017-02-14,22034.0,3011.0
969,C50c2e82ddd50969,0.0,2020-02-19,2020-05-01,0.0,1321.0,Paf7aff1a969,969.0,2022-06-01,4147.0,3777.0
971,C50c2e82ddd50971,1.0,2015-05-04,2015-06-15,1.0,3290.0,Paf7aff1d971,971.0,2018-06-22,19486.0,16807.0
973,C50c2e82ddd50973,0.0,2022-10-06,2022-10-06,4.0,183.0,Paf7aff20973,973.0,2022-11-05,26593.0,23208.0
974,C50c2e82ddd50974,0.0,2011-05-16,2011-06-26,2.0,4803.0,Paf7aff22974,974.0,2016-10-17,36489.0,30514.0
976,C50c2e82ddd50976,1.0,2016-07-29,2016-08-02,2.0,4954.0,Paf7b262d976,976.0,2021-08-28,4261.0,1809.0
978,C50c2e82ddd50978,1.0,2020-01-18,2020-01-24,0.0,192.0,Paf7b2630978,978.0,2020-07-20,27841.0,9890.0
979,C50c2e82ddd50979,0.0,2018-02-26,2018-02-27,4.0,3883.0,Paf7b2632979,979.0,2017-08-16,4787.0,842.0
982,C50c2e82ddd50982,0.0,2018-04-17,2018-04-22,5.0,3272.0,Paf7b4d3e982,982.0,2020-11-02,27118.0,2161.0
985,C50c2e82ddd50985,0.0,2019-04-11,2019-08-27,3.0,2304.0,Paf7b4d42985,985.0,2022-08-23,41860.0,24686.0
986,C50c2e82ddd50986,1.0,2022-07-08,2022-11-12,0.0,1574.0,Paf7b4d44986,986.0,2022-06-26,29452.0,14402.0
988,C50c2e82ddd50988,0.0,2021-05-16,2021-07-09,1.0,3456.0,Paf7b4d47988,988.0,2022-05-12,45335.0,6208.0
991,C50c2e82ddd50991,0.0,2014-03-17,2014-04-04,4.0,4282.0,Paf7b7453991,991.0,2018-01-07,47929.0,17456.0
993,C50c2e82ddd50993,0.0,2015-07-12,2015-08-07,0.0,473.0,Paf7b7456993,993.0,2021-04-14,13671.0,4274.0
996,C50c2e82ddd50996,0.0,2011-09-25,2011-10-28,0.0,1657.0,Paf7b745a996,996.0,2022-12-06,46119.0,9424.0
